CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s,TestStage,ImpairmentProfile,InputCFO_Hz,InputPhase_deg,InputDelay,ExpectedCountedFrames,UnlockedFrames,BadMatchedFrames,EffectiveFailedFrames,EffectiveFER_pct,GoodFrames,ExceedsTrustedOneSecond
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.74561453541654,28.5295383659918,28.5295383659918,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.4956017,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.71732307752607,28.5953938429801,28.5953938429801,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5755403,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.75444481813948,28.5090854887469,28.5090854887469,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.6692884,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.73053552981069,28.5645763882377,28.5645763882377,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9144223,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.73230832188149,28.5604497370913,28.5604497370913,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,11.5087384,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.74987330232426,28.5196681122775,28.5196681122775,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,6.1281149,noh-impairments,baseline,0,0,0,4,0,0,0,0,4,0
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,4,5,0.000446,0.00223,0.001784,3.75244838187551,28.5137054626842,28.5137054626842,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8806439,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000892,0.003568,0.002676,3.7396528138033,28.5433743091903,28.5433743091903,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.3092889,noh-impairments,phase_90deg,0,90,0,3,0,0,0,0,3,0
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000669,0.002676,0.002007,3.72079894852048,28.5872759245202,28.5872759245202,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0223791,noh-impairments,phase_90deg,0,90,0,3,0,0,0,0,3,0
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.71814421866493,28.5934753781266,28.5934753781266,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9119694,noh-impairments,phase_90deg,0,90,0,3,0,0,0,0,3,0
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.7384009169285,28.5462825092611,28.5462825092611,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.919426,noh-impairments,phase_90deg,0,90,0,3,0,0,0,0,3,0
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.72800792404339,28.5704634641043,28.5704634641043,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0662559,noh-impairments,phase_90deg,0,90,0,3,0,0,0,0,3,0
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.72828898148557,28.5698086527531,28.5698086527531,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.7530251,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000669,0.003345,0.002676,3.74088826887071,28.5405052583162,28.5405052583162,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5421409,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.74117898790637,28.5398302701414,28.5398302701414,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5292161,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.75887093810249,28.4988517130829,28.4988517130829,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.4235691,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.7454127021591,28.530006419663,28.530006419663,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.0054375,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.71714064257603,28.5958201305786,28.5958201305786,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.1817759,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.75499269189879,28.5078180779691,28.5078180779691,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.4895329,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.73078681012697,28.5639913463384,28.5639913463384,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9671347,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.73214399362835,28.5608321729382,28.5608321729382,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,37.890801,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.75035985786514,28.5185411692488,28.5185411692488,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,19.4395933,noh-impairments,phase_90deg,0,90,0,4,0,0,0,0,4,0
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,4,5,0.000446,0.00223,0.001784,3.75452134644299,28.5089084426971,28.5089084426971,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.2528781,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000892,0.003568,0.002676,3.72900413822006,28.5681426937009,28.5681426937009,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.9419382,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000669,0.002676,0.002007,3.74361450554518,28.5341775722581,28.5341775722581,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.2418775,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.72914230154927,28.5678208787729,28.5678208787729,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9721207,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.75594267282448,28.5056209003549,28.5056209003549,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.1208758,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.72422233299097,28.5792879979124,28.5792879979124,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.8147035,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,3,0,0,0,0,3,0
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.73587312031954,28.5521576385647,28.5521576385647,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.775994,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000669,0.003345,0.002676,3.72540042222866,28.5765408109678,28.5765408109678,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.553864,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.7348270967895,28.5545899795063,28.5545899795063,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5724616,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.70367184390364,28.627350000792,28.627350000792,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.661135,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.76080968348334,28.4943728715908,28.4943728715908,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.9941471,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.73238065700015,28.5602813992384,28.5602813992384,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.731511,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.75242632383726,28.5137565211477,28.5137565211477,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.6360245,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.72339071656842,28.581227767997,28.581227767997,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9846886,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.74182946518874,28.5383201892866,28.5383201892866,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,37.5425373,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.74681810064843,28.5267478077381,28.5267478077381,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,19.1980378,noh-impairments,cfo_p2k_phase_30deg,2000,30,0,4,0,0,0,0,4,0
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,4,5,0.000446,0.00223,0.001784,3.68010385823912,28.6827984937922,28.6827984937922,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.1266255,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000892,0.003568,0.002676,3.66184131702662,28.7260095886322,28.7260095886322,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.0974494,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000669,0.002676,0.002007,3.65028981540793,28.753453065743,28.753453065743,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.2043512,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000594666666666667,0.00237866666666667,0.001784,3.70609732585659,28.6216635971181,28.6216635971181,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.0296821,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.00053568,0.00214272,0.00160704,3.67094907153264,28.7044328117223,28.7044328117223,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.9778987,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,3,4,0.000513371428571429,0.00205348571428571,0.00154011428571429,3.7059867573679,28.6219227376458,28.6219227376458,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.8129013,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,3,0,0,0,0,3,0
7,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.66946997233973,28.7079332365483,28.7079332365483,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.73765,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
8,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.000669,0.003345,0.002676,3.67299054115467,28.6996038013468,28.6996038013468,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.5788904,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
9,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,4,5,0.0005575,0.0027875,0.00223,3.6683444040974,28.7105979432602,28.7105979432602,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.4965571,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
10,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,4,5,0.000509714285714286,0.00254857142857143,0.00203885714285714,3.6930722646443,28.6522438831071,28.6522438831071,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.4813223,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
11,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.000892,0.00446,0.003568,3.69008630568918,28.6592695242646,28.6592695242646,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.987774,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
12,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,3.6314164042048,28.7984789783399,28.7984789783399,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.2046928,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
13,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,3.68342927688857,28.6749532866551,28.6749532866551,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.5131754,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
14,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,3.66072787945213,28.7286510647879,28.7286510647879,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.0196885,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
15,NoH_baseline,GMSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,3.67608170140866,28.6922968985115,28.6922968985115,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,37.4348087,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
16,NoH_baseline,GMSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,3.70470366537473,28.6249304993856,28.6249304993856,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,19.18957,noh-impairments,combined_cfo_m5k_phase_90_delay_0p25,-5000,90,0.25,4,0,0,0,0,4,0
